Id	Retry	Status	ExitCode	Submit	Start	Finish	Wall time	Site	data.ScheddName	Job LOG	PostJob Log	_id	data.Status
400	4	finished	0	Jan-26 17:41:04	Jan-29 22:10:32	Jan-30 02:35:00	04:24:27	T2_US_Caltech	undefined	JobLog	PostJob	undefined	undefined
475	4	finished	0	Jan-26 17:40:28	Jan-29 22:06:28	Jan-30 02:09:00	04:02:32	T2_US_Purdue	undefined	JobLog	PostJob	undefined	undefined
887	4	finished	0	Jan-26 17:40:07	Jan-29 22:06:35	Jan-30 02:00:48	03:54:13	T2_US_Purdue	undefined	JobLog	PostJob	undefined	undefined
809	4	finished	0	Jan-26 17:40:54	Jan-29 22:10:17	Jan-30 02:04:51	03:54:34	T2_US_Caltech	undefined	JobLog	PostJob	undefined	undefined
687	4	finished	0	Jan-26 17:41:13	Jan-29 22:10:49	Jan-30 02:00:49	03:50:00	T2_US_Caltech	undefined	JobLog	PostJob	undefined	undefined
539	4	finished	0	Jan-26 17:40:52	Jan-29 22:10:27	Jan-30 02:05:16	03:54:48	T2_US_Caltech	undefined	JobLog	PostJob	undefined	undefined
675	4	finished	0	Jan-26 17:41:00	Jan-29 22:10:21	Jan-30 01:47:02	03:36:40	T2_US_Caltech	undefined	JobLog	PostJob	undefined	undefined
540	4	finished	0	Jan-26 17:40:53	Jan-29 22:10:17	Jan-30 01:50:24	03:40:07	T2_US_Caltech	undefined	JobLog	PostJob	undefined	undefined
538	4	finished	0	Jan-26 17:40:53	Jan-29 22:10:15	Jan-30 01:54:17	03:44:02	T2_US_Caltech	undefined	JobLog	PostJob	undefined	undefined
801	4	finished	0	Jan-26 17:40:43	Jan-29 22:06:54	Jan-30 01:46:06	03:39:12	T2_US_Caltech	undefined	JobLog	PostJob	undefined	undefined
398	4	finished	0	Jan-26 17:41:02	Jan-29 22:10:28	Jan-30 01:50:47	03:40:19	T2_US_Caltech	undefined	JobLog	PostJob	undefined	undefined
431	4	finished	0	Jan-26 17:40:19	Jan-29 22:06:40	Jan-30 01:43:19	03:36:39	T2_US_Caltech	undefined	JobLog	PostJob	undefined	undefined
953	4	finished	0	Jan-26 17:40:52	Jan-29 22:10:26	Jan-30 01:32:34	03:22:08	T2_US_Caltech	undefined	JobLog	PostJob	undefined	undefined
446	4	finished	0	Jan-26 17:40:41	Jan-29 22:06:47	Jan-30 01:37:35	03:30:48	T2_US_Caltech	undefined	JobLog	PostJob	undefined	undefined
948	4	finished	0	Jan-26 17:40:42	Jan-29 22:06:49	Jan-30 01:38:16	03:31:26	T2_US_Caltech	undefined	JobLog	PostJob	undefined	undefined
389	4	finished	0	Jan-26 17:40:49	Jan-29 22:07:02	Jan-30 01:29:14	03:22:12	T2_US_Caltech	undefined	JobLog	PostJob	undefined	undefined
893	5	finished	0	Jan-28 10:25:51	Jan-29 01:18:51	Jan-29 09:29:19	08:10:28	T2_US_Wisconsin	undefined	JobLog	PostJob	undefined	undefined
640	4	finished	0	Jan-26 17:40:04	Jan-29 05:19:58	Jan-29 09:20:24	04:00:26	T2_US_Purdue	undefined	JobLog	PostJob	undefined	undefined
1013	4	finished	0	Jan-26 17:40:04	Jan-29 01:18:54	Jan-29 08:28:33	07:09:38	T2_US_Wisconsin	undefined	JobLog	PostJob	undefined	undefined
1033	4	finished	0	Jan-26 17:39:57	Jan-29 01:18:52	Jan-29 08:13:38	06:54:46	T2_US_Wisconsin	undefined	JobLog	PostJob	undefined	undefined
766	5	finished	0	Jan-28 14:17:55	Jan-29 01:18:51	Jan-29 08:01:08	06:42:17	T2_US_Wisconsin	undefined	JobLog	PostJob	undefined	undefined
500	5	finished	0	Jan-28 12:05:00	Jan-29 01:18:49	Jan-29 08:07:18	06:48:29	T2_US_Wisconsin	undefined	JobLog	PostJob	undefined	undefined
361	5	finished	0	Jan-28 13:51:04	Jan-29 01:18:51	Jan-29 07:46:12	06:27:21	T2_US_Wisconsin	undefined	JobLog	PostJob	undefined	undefined
765	6	finished	0	Jan-28 19:13:55	Jan-29 00:20:40	Jan-29 07:55:41	07:35:01	T2_US_Wisconsin	undefined	JobLog	PostJob	undefined	undefined
917	4	finished	0	Jan-26 17:39:56	Jan-29 01:18:49	Jan-29 07:35:43	06:16:54	T2_US_Wisconsin	undefined	JobLog	PostJob	undefined	undefined
908	6	finished	0	Jan-28 19:13:55	Jan-29 00:20:42	Jan-29 07:08:12	06:47:30	T2_US_Wisconsin	undefined	JobLog	PostJob	undefined	undefined
639	4	finished	0	Jan-26 17:39:58	Jan-29 01:18:52	Jan-29 05:21:03	04:02:11	T2_US_Purdue	undefined	JobLog	PostJob	undefined	undefined
895	4	finished	0	Jan-26 17:39:18	Jan-26 22:09:38	Jan-27 02:53:10	04:43:32	T2_US_Purdue	undefined	JobLog	PostJob	undefined	undefined
309	3	finished	0	Jan-20 01:44:20	Jan-26 16:56:23	Jan-26 23:24:04	06:27:41	T2_US_Wisconsin	undefined	JobLog	PostJob	undefined	undefined
327	3	finished	0	Jan-20 01:44:29	Jan-26 15:09:13	Jan-26 23:03:42	07:54:29	T2_US_Vanderbilt	undefined	JobLog	PostJob	undefined	undefined
359	3	finished	0	Jan-20 03:36:58	Jan-26 16:56:21	Jan-26 23:00:29	06:04:08	T2_US_Wisconsin	undefined	JobLog	PostJob	undefined	undefined
1090	2	finished	0	Jan-26 13:39:46	Jan-26 13:54:40	Jan-26 19:03:53	05:09:13	T2_US_MIT	undefined	JobLog	PostJob	undefined	undefined
1182	1	finished	0	Jan-22 16:49:04	Jan-26 11:12:02	Jan-26 17:12:38	06:00:36	T2_US_MIT	undefined	JobLog	PostJob	undefined	undefined
330	3	finished	0	Jan-20 01:44:29	Jan-26 08:36:25	Jan-26 16:26:35	07:50:10	T2_US_MIT	undefined	JobLog	PostJob	undefined	undefined
340	3	finished	0	Jan-20 01:44:31	Jan-26 08:36:28	Jan-26 16:28:56	07:52:28	T2_US_MIT	undefined	JobLog	PostJob	undefined	undefined
335	3	finished	0	Jan-20 01:44:30	Jan-26 08:36:26	Jan-26 16:25:23	07:48:57	T2_US_MIT	undefined	JobLog	PostJob	undefined	undefined
1194	1	finished	0	Jan-22 16:49:12	Jan-26 10:01:57	Jan-26 14:29:05	04:27:07	T2_US_Purdue	undefined	JobLog	PostJob	undefined	undefined
344	3	finished	0	Jan-20 01:44:32	Jan-26 08:36:29	Jan-26 14:00:20	05:23:51	T2_US_MIT	undefined	JobLog	PostJob	undefined	undefined
1177	1	finished	0	Jan-22 16:49:02	Jan-26 08:36:32	Jan-26 13:54:40	05:18:08	T2_US_MIT	undefined	JobLog	PostJob	undefined	undefined
1147	1	finished	0	Jan-22 16:30:08	Jan-26 04:23:30	Jan-26 10:50:32	06:27:02	T2_US_Caltech	undefined	JobLog	PostJob	undefined	undefined
315	3	finished	0	Jan-20 01:44:27	Jan-26 00:18:50	Jan-26 10:14:21	09:55:31	T2_US_Vanderbilt	undefined	JobLog	PostJob	undefined	undefined
1154	1	finished	0	Jan-22 16:30:10	Jan-26 00:51:06	Jan-26 10:07:14	09:16:08	T2_US_Nebraska	undefined	JobLog	PostJob	undefined	undefined
292	3	finished	0	Jan-20 01:44:16	Jan-26 00:16:35	Jan-26 06:43:02	06:26:27	T2_US_Vanderbilt	undefined	JobLog	PostJob	undefined	undefined
294	3	finished	0	Jan-20 01:44:16	Jan-26 00:16:33	Jan-26 06:32:38	06:16:05	T2_US_Vanderbilt	undefined	JobLog	PostJob	undefined	undefined
1132	2	finished	0	Jan-25 19:40:08	Jan-25 20:52:51	Jan-26 02:57:01	06:04:10	T2_US_Wisconsin	undefined	JobLog	PostJob	undefined	undefined
1138	1	finished	0	Jan-22 16:29:39	Jan-25 16:39:29	Jan-25 23:14:30	06:35:01	T2_US_UCSD	undefined	JobLog	PostJob	undefined	undefined
1130	2	finished	0	Jan-25 18:25:01	Jan-25 18:46:46	Jan-25 22:51:46	04:05:00	T2_US_Purdue	undefined	JobLog	PostJob	undefined	undefined
271	3	finished	0	Jan-20 01:39:55	Jan-25 15:06:59	Jan-25 22:00:30	06:53:31	T2_US_Wisconsin	undefined	JobLog	PostJob	undefined	undefined
245	3	finished	0	Jan-20 01:39:52	Jan-25 15:06:58	Jan-25 21:47:45	06:40:47	T2_US_Wisconsin	undefined	JobLog	PostJob	undefined	undefined
258	3	finished	0	Jan-20 01:39:53	Jan-25 15:06:59	Jan-25 20:47:59	05:41:00	T2_US_Wisconsin	undefined	JobLog	PostJob	undefined	undefined
240	3	finished	0	Jan-20 01:39:45	Jan-25 15:06:56	Jan-25 20:44:09	05:37:13	T2_US_Wisconsin	undefined	JobLog	PostJob	undefined	undefined
1127	1	finished	0	Jan-22 16:29:27	Jan-25 14:35:30	Jan-25 18:46:46	04:11:16	T2_US_Purdue	undefined	JobLog	PostJob	undefined	undefined
1133	1	finished	0	Jan-22 16:29:30	Jan-25 06:56:55	Jan-25 13:37:38	06:40:43	T2_US_Caltech	undefined	JobLog	PostJob	undefined	undefined
80	6	finished	0	Jan-24 17:59:20	Jan-25 06:56:57	Jan-25 13:28:29	06:31:32	T2_US_Caltech	undefined	JobLog	PostJob	undefined	undefined
222	3	finished	0	Jan-20 01:39:42	Jan-25 06:57:02	Jan-25 13:32:13	06:35:11	T2_US_Caltech	undefined	JobLog	PostJob	undefined	undefined
1102	1	finished	0	Jan-22 11:15:57	Jan-24 15:43:24	Jan-24 19:47:59	04:04:35	T2_US_Purdue	undefined	JobLog	PostJob	undefined	undefined
1088	1	finished	0	Jan-22 11:15:49	Jan-24 09:57:00	Jan-24 16:44:11	06:47:11	T2_US_Vanderbilt	undefined	JobLog	PostJob	undefined	undefined
1092	1	finished	0	Jan-22 11:15:50	Jan-24 08:45:45	Jan-24 15:44:08	06:58:23	T2_US_Wisconsin	undefined	JobLog	PostJob	undefined	undefined
1086	1	finished	0	Jan-22 11:15:49	Jan-24 06:49:17	Jan-24 15:35:40	08:46:23	T2_US_Caltech	undefined	JobLog	PostJob	undefined	undefined
249	3	finished	0	Jan-20 01:39:52	Jan-24 04:23:03	Jan-24 11:53:13	07:30:10	T2_US_Nebraska	undefined	JobLog	PostJob	undefined	undefined
253	3	finished	0	Jan-20 01:39:53	Jan-24 04:23:02	Jan-24 11:38:45	07:15:43	T2_US_Wisconsin	undefined	JobLog	PostJob	undefined	undefined
1077	1	finished	0	Jan-20 23:08:54	Jan-24 03:42:41	Jan-24 11:14:09	07:31:27	T2_US_Caltech	undefined	JobLog	PostJob	undefined	undefined
260	3	finished	0	Jan-20 01:39:54	Jan-24 04:23:02	Jan-24 11:22:08	06:59:06	T2_US_Wisconsin	undefined	JobLog	PostJob	undefined	undefined
193	3	finished	0	Jan-20 01:39:32	Jan-23 10:49:53	Jan-23 18:08:37	07:18:44	T2_US_MIT	undefined	JobLog	PostJob	undefined	undefined
95	3	finished	0	Jan-20 01:39:00	Jan-23 08:37:43	Jan-23 18:03:30	09:25:46	T2_US_MIT	undefined	JobLog	PostJob	undefined	undefined
1069	1	finished	0	Jan-20 23:08:52	Jan-23 08:37:48	Jan-23 17:51:04	09:13:16	T2_US_MIT	undefined	JobLog	PostJob	undefined	undefined
197	3	finished	0	Jan-20 01:39:33	Jan-23 10:49:54	Jan-23 17:07:13	06:17:19	T2_US_MIT	undefined	JobLog	PostJob	undefined	undefined
175	3	finished	0	Jan-20 01:39:24	Jan-23 10:49:51	Jan-23 17:06:55	06:17:04	T2_US_MIT	undefined	JobLog	PostJob	undefined	undefined
180	3	finished	0	Jan-20 01:39:30	Jan-23 10:49:51	Jan-23 16:25:36	05:35:45	T2_US_MIT	undefined	JobLog	PostJob	undefined	undefined
173	3	finished	0	Jan-20 01:39:24	Jan-23 10:49:50	Jan-23 16:08:15	05:18:25	T2_US_MIT	undefined	JobLog	PostJob	undefined	undefined
178	3	finished	0	Jan-20 01:39:30	Jan-23 10:49:52	Jan-23 14:04:11	03:14:18	T2_US_Purdue	undefined	JobLog	PostJob	undefined	undefined
1066	1	finished	0	Jan-20 23:08:52	Jan-22 16:29:35	Jan-23 01:57:07	09:27:32	T2_US_Caltech	undefined	JobLog	PostJob	undefined	undefined
152	3	finished	0	Jan-20 01:39:19	Jan-22 16:29:49	Jan-23 01:42:15	09:12:26	T2_US_Caltech	undefined	JobLog	PostJob	undefined	undefined
81	4	finished	0	Jan-22 16:49:15	Jan-22 20:21:52	Jan-23 00:38:23	04:16:31	T2_US_Purdue	undefined	JobLog	PostJob	undefined	undefined
155	3	finished	0	Jan-20 01:39:20	Jan-22 20:23:12	Jan-23 00:30:49	04:07:37	T2_US_Purdue	undefined	JobLog	PostJob	undefined	undefined
157	3	finished	0	Jan-20 01:39:20	Jan-22 20:23:57	Jan-23 00:18:23	03:54:26	T2_US_Purdue	undefined	JobLog	PostJob	undefined	undefined
135	3	finished	0	Jan-20 01:39:12	Jan-22 16:29:34	Jan-22 23:50:50	07:21:16	T2_US_Vanderbilt	undefined	JobLog	PostJob	undefined	undefined
107	3	finished	0	Jan-20 01:39:02	Jan-22 16:19:52	Jan-22 23:23:10	07:03:18	T2_US_Vanderbilt	undefined	JobLog	PostJob	undefined	undefined
75	3	finished	0	Jan-20 01:38:57	Jan-22 14:30:48	Jan-22 23:24:24	08:53:36	T2_US_Vanderbilt	undefined	JobLog	PostJob	undefined	undefined
